"Jacqueline D. Reses > Square Financial Services, Inc. > Relationship GridFilter Options: Board Members and Key Executives with Personal Relationships (Including Priors)",,
,,
1st Degree Table: 213 Connections,,
"Maggelet, Crystal Call","FJ Management Inc. - Chairman, CEO & President","Intermountain Healthcare, Inc. (Ivory, Clark), Intermountain Healthcare, Inc. (Packard, Matt Calvin)"
"Maggin, Bruce ",HAM Media Group LLC - Principal,"Central European Media Enterprises Ltd. (NasdaqGS:CETV) (Stahl, Christian ), PVH Corp. (NYSE:PVH) (Stahl, Christian )"
"Maggioncalda, Jeffrey Nacey","Coursera, Inc. - Chief Executive Officer","Silicon Valley Bank, Inc. (Wilcox, Kenneth Parmalee), SVB Financial Group (NasdaqGS:SIVB) (Wilcox, Kenneth Parmalee)"
"Maglietta, Salvatore J.","U.S. Bancorp Equipment Finance, Inc. - Former Executive Vice President of U.S. Bank Specialized Finance","U.S. Bancorp Equipment Finance, Inc. (Hartnack, Richard C.)"
"Magner, Marjorie","Brysam Global Partners LLC - Former Managing Partner, Founding Member & Partner","Citicorp LLC. (O'Neill, Michael E.), Citigroup Inc. (NYSE:C) (O'Neill, Michael E.)"
"Magnuson, John W.",Washington State Investment Board - Former Director,"Washington State Investment Board (Pugh, Mary E.), Washington State Investment Board (Zinn, George )"
"Magnuson, Richard A.","GI Partners, LLC - Founder & Executive Managing Director","Glenborough Realty Trust Inc. (Blum, Richard Charles)"
"Magnuson, Richard Edward","Allina Health System, Inc. - CFO & Executive VP","Kaiser Foundation Health Plan of Washington (Johansen, Judith Ann)"
"Magowan, Charles M.","TradePoint Solutions, Inc. - Former Co-founder, Vice President and Director","TradePoint Solutions, Inc. (Skaff, Daniel Lawrence)"
"Magowan, Peter Alden","uReveal, Inc. - Strategic Advisors","Safeway Inc. (Rogers, T. Gary)"
"Magowan, Peter John",Moonray Energy - Head of Energy,"ARM Holdings PLC (Son, Masayoshi )"
"Magri, Patrick ",National Pharmaceutical Council - At-Large Director,"Federal Reserve Bank of Philadelphia, Inc. (Turner, Rosemary L.)"
"Magsaysay-Ho, Doris Teresa",Lorenzo Shipping Corporation - Chairperson,"Asia Society (Evans, J. Michael ), Asia Society (Ng, Dominic )"
"Maguire, John ",Western Alliance Bancorporation,"Western Alliance Bank (Grisham, Arnold T.), Western Alliance Bank (Myers, Daniel P.)"
"Mahadevan, Hariharan",Viacom 18 Media Private Limited - Member of Board of Directors,"Viacom 18 Media Private Limited (Davis, Wade Cullen)"
"Mahaffey, Linda Corlett",Overlake Hospital Medical Center - Trustee & Chairman of Foundation Trustees,"Overlake Hospital Medical Center (Cleveland, Tom)"
"Mahan, Lucy ",First National Bank Alaska - Vice Chairman of the Board,"First National Bank Alaska (OTCPK:FBAK) (Lawer, Roxanna E.)"
"Maharaj, Davan",Guardian Media Limited - Director,"Los Angeles Times Communications, LLC (Levinsohn, Ross B.)"
"Maher, Christopher D.","OceanFirst Financial Corp. - Chairman, President & CEO","Federal Reserve Bank of Philadelphia, Inc. (Turner, Rosemary L.)"
"Maheu, Jean-Philippe ","iMakeNews, Inc. - Director","Interactive Advertising Bureau, Inc. (Bain, Adam ), Interactive Advertising Bureau, Inc. (Steinberg, Jonathan)"
"Mahle, Stephen Herbert",Sphere Medical Holding PLC - Non-Executive Director,"ATMI Inc. (Scalise, George Martin)"
"Maholias, David K.","Gateway Bank of Florida - Former CEO, President & Director","Seaside National Bank & Trust, Inc. (Decker, Richard W.)"
"Mahoney CPA, Sean M.","RLJ Lodging Trust - Executive VP, CFO & Treasurer","FelCor Lodging Limited Partnership (Hartung, Christopher J.)"
"Mahoney, David L.",NortonLifeLock Inc. - Former Independent Director,"Symantec Corporation (NasdaqGS:SYMC) (Beer, James A.), Veritas Software Corp. (Beer, James A.)"
"Mahoney, James E.","Micron Technology, Inc. - Vice President of Information Systems","Highway 12 Ventures (Wilson, Barbara L.)"
"Mahoney, Richard ",Borealis Capital Corporation - Managing Director,"Borealis Capital Corporation (Renaud, Paul G.)"
"Mähr, Wolfgang",McKesson Europe AG - Former Member of the Management Board,"McKesson Europe AG (HMSE:CLS1) (Beer, James A.)"
"Maibach, Howard J.",NMT Capital - Advisor,"TerraVia Holdings, Inc. (Clark, Ian T.)"
"Maidenberg, Ted ",Tribe Capital - Co-Founder & Partner,"Social Capital (Deutch, Philip Joseph), Social Capital (Palihapitiya, Chamath ), Social Capital (Sood, Sachin)"
"Mainusch, Christoph ",TV Nova s.r.o. - Chairman of the Supervisory Board,"Central European Media Enterprises Ltd. (NasdaqGS:CETV) (Stahl, Christian )"
"Mainzer, Elliot E.",Bonneville Power Administration - Administrator & CEO,"Electric Power Research Institute, Inc. (Craver, Theodore F.)"
"Maitland, Stuart",Pentair plc - Former Director,"Pentair plc (NYSE:PNR) (Bryan, Glynis A.)"
"Maizel, Luis ","LM Capital Group, LLC - Senior Managing Director","First Choice Bank (Boeka, Adriana M.)"
"Majeti, Ravindra ","Forty Seven, Inc. - Independent Director","Forty Seven, Inc. (NasdaqGS:FTSV) (Clark, Ian T.)"
"Major, John E.",San Diego Telecom Council - Chairman of Board of Directors,"VOCEL, Inc. (Sarnoff, Richard )"
"Majoros, George L.","Wasserstein & Co., L.P. - Former Co-Managing Partner, President and Chief Operating Officer","ALM Media Properties, LLC (Uriarte, Marcelo Gigliani), ALM Media, LLC (Uriarte, Marcelo Gigliani)"
"Majors, Al","Banc of California, N.A. - Former Chairman","Banc of California, N.A. (Holoman, Eric Leon), Banc of California, N.A. (Sznewajs, Robert D.)"
"Majors, Alvin L.","Rohr, Inc. - Former Chief Accounting Officer, vice President and Controller","Banc of California, Inc. (NYSE:BANC) (Holoman, Eric Leon), Banc of California, Inc. (NYSE:BANC) (Sznewajs, Robert D.), Banc of California, N.A. (Holoman, Eric Leon), Banc of California, N.A. (Sznewajs, Robert D.)"
"Mak, Shiu Tong ",Greater Bay Area Investments Group Holdings Limited - Chairman & CEO,"Haier Electronics Group Co., Ltd. (SEHK:1169) (Zhang, Yong )"
"Mak, Tak Wah","Agios Pharmaceuticals, Inc. - Co-Founder & Member of Scientific Advisory Board","Agios Pharmaceuticals, Inc. (NasdaqGS:AGIO) (Clark, Ian T.)"
"Makan, Divesh Kanthylal","ICONIQ Capital, LLC - Partner","DocuSign, Inc. (NasdaqGS:DOCU) (Yang, Chih-Yuan )"
"Makimoto Ph.D., Tsugio",PDF Solutions KK - Chairman,"Nantero, Inc. (Scalise, George Martin)"
"Makowski, Yona ",Washington State Investment Board - Director,"Washington State Investment Board (Pugh, Mary E.), Washington State Investment Board (Zinn, George )"
"Malcolm, Robert M.","American Marketing Association Inc. - Vice President of Finance, Secretary and Executive Director","The Advertising Council, Inc. (Bain, Adam )"
"Malek, Frederic Vincent","Thayer Lodging Group, Inc. - Co- Founder, Co- Chairman and Co-Head of Global Lodging","CBRE Group, Inc. (NYSE:CBRE) (Blum, Richard Charles), CBRE Services, Inc. (Blum, Richard Charles), National Education Corp. (Blum, Richard Charles), Northwest Airlines, LLC (Blum, Richard Charles)"
"Malet, Charles W.",Shorenstein Company LP - President and Chief Investment Officer ,"Shorenstein Company LP (Rogers, T. Gary), Shorenstein Company LP (Shorenstein, Douglas W.), Shorenstein Realty Services, L.P. (Rogers, T. Gary), Shorenstein Realty Services, L.P. (Shorenstein, Douglas W.)"
"Malhi M.D., Dhanna S.","Trace Genetics, Inc. - Consultant and Advisor","Golden Pacific Bank, N.A. (Hotchkiss, Malcolm F.)"
"Malhotra, Vikram",Asia Society - Trustee Emeritus,"Asia Society (Evans, J. Michael ), Asia Society (Ng, Dominic )"
"Malik CFA, Ravi ","SSI Investment Management LLC - Portfolio Manager, Principal & Director","Froley, Revy Investment Company, Inc. (Herbert, James H.)"
"Malinowski P.E, Chris ",SouthWest Water Company Inc. - Managing Director of Operations and Maintenance Services,"SouthWest Water Company (Jones, William D.)"
"Malka Rais, Meyer ","Banco Andbank (Brasil), S.A. - Co-Founder and Board Member","Bling Nation, Ltd. (Palihapitiya, Chamath )"
"Malkin, Peter L.","Malkin Properties, L.L.C. - Co-Founder and Chairman","Lincoln Center for the Performing Arts, Inc. (Herbert, James H.)"
"Mallaby, Christopher",Reuters Founders Share Company Ltd. - Director,"Thomson Reuters Corporation (TSX:TRI) (Shaffer, David H.)"
"Mallela, Ravi ","First Hawaiian, Inc. - Executive VP & CFO","First Hawaiian Bank, Inc. (Shepherd, J. Michael), First Hawaiian, Inc. (NasdaqGS:FHB) (Shepherd, J. Michael)"
"Mallet, Jeff","Altaba Inc. - Former President, Chief Operating Officer and Director","Altaba Inc. (NasdaqGS:AABA) (Levinsohn, Ross B.), Altaba Inc. (NasdaqGS:AABA) (Yang, Chih-Yuan )"
"Mallis, Fern ",7th on Sixth Inc. - Executive Director,"NYC2012, Inc. (Shepherd, J. Michael)"
"Mallott, Byron I.",State of Alaska - Lieutenant Governor,"Alaska Air Group, Inc. (NYSE:ALK) (Ayer, William S.), Alaska Air Group, Inc. (NYSE:ALK) (Beer, James A.), Alaska Air Group, Inc. (NYSE:ALK) (Sandvik, Helvi Kay), Alaska Airlines, Inc. (Ayer, William S.), Alaska Airlines, Inc. (Sandvik, Helvi Kay) and 1 Other Connection"
"Malloy, Edward J.",Building and Construction Trades Council of Greater New York - Former President,"NYC2012, Inc. (Shepherd, J. Michael)"
"Malmanger, Scott A.",iCoreConnect Inc. - Former Chief Accounting & Financial Officer,"Renewable Energy Group, Inc. (NasdaqGS:REGI) (Deutch, Philip Joseph)"
"Malone Jr., Roy L.","Golden Pacific Bank, N.A. - Former President & Acting CCO","Golden Pacific Bank, N.A. (Hotchkiss, Malcolm F.)"
"Malone Ph.D., John C.",Discovery Holding Company - Chairman & CEO,"Liberty Capital Group, Inc. (Wong, Andrea L.), Liberty Interactive, Inc. (Wong, Andrea L.), Liberty Media Corporation (Wong, Andrea L.), Liberty Starz Group (Wong, Andrea L.), Qurate Retail, Inc. (NasdaqGS:QRTE.A) (Wong, Andrea L.) and 3 Other Connections"
"Malone, Claudine Berkeley",Lafarge North America Inc. - Director,"Asia Society (Evans, J. Michael ), Asia Society (Ng, Dominic )"
"Malone, Evan D.",Sirius XM Holdings Inc. - Director,"Liberty Capital Group, Inc. (Wong, Andrea L.), Liberty Interactive, Inc. (Wong, Andrea L.), Liberty Media Corporation (Wong, Andrea L.), Liberty Starz Group (Wong, Andrea L.), Qurate Retail, Inc. (NasdaqGS:QRTE.A) (Wong, Andrea L.) and 3 Other Connections"
"Malone, Michael D.","Walker & Dunlop, Inc. - Independent Director","Mr. Cooper Group Inc. (NasdaqCM:COOP) (Pugh, Mary E.)"
"Malone, Michael P.",Buttrey Food & Drug Store - Former Director,"Buttrey Food & Drug Store (Young, Thomas C.)"
"Maloney Jr., James E.",West Valley National Bank - Executive VP & CFO,"West Valley Bancorp, Inc. (Wiest, Candace Diane Hunter), West Valley National Bank (Wiest, Candace Diane Hunter)"
"Maloney, Sean Martin","Netronome Systems, Inc. - Director","Cadence Design Systems, Inc. (NasdaqGS:CDNS) (Scalise, George Martin)"
"Malooly, Richard G.",Chino Commercial Bancorp - Independent Director,"Chino Commercial Bancorp (OTCPK:CCBC) (Bowman, Dann H.), Chino Commercial Bank, N.A. (Bowman, Dann H.)"
"Malquist, Malyn K.","TC PipeLines, LP - Independent Director of TC PipeLines GP, Inc.","Avista Corporation (NYSE:AVA) (Holley, Rick R.)"
"Mamary, Abraham ",Columbia Bank - Former Director,"Columbia Bank (Dressel, Melanie J.)"
"Mamiya, Richard T.","First Hawaiian, Inc. - Former Director","First Hawaiian Bank, Inc. (Shepherd, J. Michael), First Hawaiian, Inc. (NasdaqGS:FHB) (Shepherd, J. Michael)"
"Man, Harry ",Matrix Partners China - Partner,"Momo Inc. (NasdaqGS:MOMO) (Tsai, Joseph C. ), Momo Inc. (NasdaqGS:MOMO) (Wu, Yongming )"
"Man, Wei Dong","Haier Electronics Group Co., Ltd. - Former Executive Director","Haier Electronics Group Co., Ltd. (SEHK:1169) (Zhang, Yong )"
"Manbeck, Keith","Whole Foods Market, Inc. - Executive VP & CFO","Whole Foods Market, Inc. (Nordstrom, Blake W.)"
"Mancino B.A., Eugene",Mancino Burfield Edgerton - Founder and Partner,"Amarantus BioScience Holdings, Inc. (OTCPK:AMBS) (Grisham, Arnold T.)"
"Mancino J.D., Douglas Michael",Hunton Andrews Kurth LLP - Partner,"Health Net, Inc. (Craver, Theodore F.)"
"Mandel Ph.D., Susan","Pacific Clinics, Inc. - Chief Executive Officer, President and Director","Environmental Defense Fund, Inc. (Shorenstein, Douglas W.)"
"Manfrey, Barbara Louise",Apax Partners LLP - Former Director,"Apax Partners LLP (Fitzsimons, Paul ), Future PLC (LSE:FUTR) (Fitzsimons, Paul )"
"Manilow, Susan","Environmental Defense Fund, Inc. - Advisory Trustee","Environmental Defense Fund, Inc. (Shorenstein, Douglas W.)"
"Manji, Ayaz ","Brit Media, Inc. - Vice President of Finance","Brit Media, Inc. (Steinberg, Jonathan)"
"Manley, Joan D.",The Hillshire Brands Company - Former Director,"Vertis, Inc. (Durbin, Dean D.)"
"Manley, John Paul",Canadian Imperial Bank of Commerce - Independent Chairman of the Board,"CAE Inc. (TSX:CAE) (Renaud, Paul G.), Catalyst Inc. (McGee, Liam E.)"
"Mann, Bruce M.",Liberty Global plc - Chief Programming Officer,"STX Productions, LLC (Ng, Dominic )"
"Mann, Douglas L.",Archway Marketing Services Inc. - Former Chief Executive Officer,"Vertis, Inc. (Durbin, Dean D.)"
"Mann, Pamela Drucker",Conde Nast Entertainment LLC - Chief Revenue and Marketing Officer,"The Advertising Council, Inc. (Bain, Adam )"
"Manning, Sheryl A.",Legacy Health - Director,"Albina Community Bank (Skaff, Daniel Lawrence)"
"Manolides, John E.","Commencement Bancorp Inc. - President, CEO & Director","Commencement Bank (OTCPK:CBWA) (Russell, Harald R.)"
"Mansell, Al",Federal National Mortgage Association - Member of National Advisory Council,"Real Estate Roundtable, The (Shorenstein, Douglas W.)"
"Mansfield, Todd W.","Palmetto Bluff Company, LLC - Chief Executive Officer, President and Member of Board of Managers","Bio-Logical Capital, LLC (Chen, David Y.)"
"Manso, Rogerio","TerraVia Holdings, Inc. - Former Member of Scientific Advisory Board","TerraVia Holdings, Inc. (Clark, Ian T.)"
"Mansour, Yakout ",TransAlta Corporation - Independent Director,"Electric Power Research Institute, Inc. (Craver, Theodore F.)"
"Mansueto, Joseph D.","Morningstar, Inc. - Executive Chairman of the Board","Whole Foods Market, Inc. (Nordstrom, Blake W.)"
"Manwani, Harish M.",The Blackstone Group Inc.,"Citigroup Inc. (NYSE:C) (O'Neill, Michael E.)"
"Manwell, Edmund R.","Dreyer's Grand Ice Cream Holdings, Inc. - Former Secretary and Director","Dreyer's Grand Ice Cream Holdings, Inc. (Rogers, T. Gary)"
"Manz, Thomas J.","Ameralink Inc. - Secretary, Treasurer and Director","Pacific Coast Bankers' Bancshares (Gurney, Tamara G.), Pacific Coast Bankers' Bank (Gurney, Tamara G.)"
"Manzi, Jim P.",Thermo Fisher Scientific Inc. - Independent Director,"Business Breakthrough, Inc. (TSE:2464) (Greenberg, Eric), Business Breakthrough, Inc. (TSE:2464) (Son, Masayoshi )"
"Manzoni, John Alexander",BP Trinidad & Tobago LLC - Executive Director,"Catalyst Inc. (McGee, Liam E.)"
"Mao, Zhihai ",Buddha Steel Inc. - Independent Director,"China TransInfo Technology Corp. (Kwauk, Teh Ming )"
"Maochao, Zeng",Digital China Holdings Limited - Former Executive Director,"Lenovo Group Limited (SEHK:992) (Yang, Chih-Yuan )"
"Mapes, Ronald L.","REG Danville, LLC - Chairman and Principal Executive Officer","Renewable Energy Group, Inc. (NasdaqGS:REGI) (Deutch, Philip Joseph)"
"Maraganore, John M.","Alnylam Pharmaceuticals, Inc. - CEO & Executive Director","Agios Pharmaceuticals, Inc. (NasdaqGS:AGIO) (Clark, Ian T.)"
"Marando, Anthony R.","Insurance Management Solutions Group, Inc. - Former Chief Financial Officer and Secretary","PSCU Incorporated (Doss, David E.), PSCU Incorporated (Stuart, Robert A.)"
"Marcelo, Sheila Lirio","Care.com, Inc. - Founder & Chairwoman","Care.com, Inc. (NYSE:CRCM) (Leahy, John J.)"
"Marcet, Pablo ",Waymar Resources Ltd. - Former Director,"Barrick Gold Corporation (TSX:ABX) (Evans, J. Michael )"
"March, Jeffery L.",Citadel Federal Credit Union - President & CEO,"Federal Reserve Bank of Philadelphia, Inc. (Turner, Rosemary L.), PSCU Incorporated (Doss, David E.), PSCU Incorporated (Stuart, Robert A.)"
"March, Roy Hilton","Eastdil Secured, L.L.C. - Chief Executive Officer","Real Estate Roundtable, The (Shorenstein, Douglas W.)"
"Marcom Jr., John E.",TI Gotham Inc. - Senior Vice President of Strategy and Business Development,"Altaba Inc. (NasdaqGS:AABA) (Levinsohn, Ross B.), Altaba Inc. (NasdaqGS:AABA) (Yang, Chih-Yuan )"
"Marcotte, Gary R.","Playboy Entertainment Group, Inc. - Divisional Executive Vice President of Finance","Petsmart.com, Inc. (Francis, Philip L.)"
"Marcus, Benjamin ","AirMap, Inc. - Co-Founder & Chairman","AirMap, Inc. (Ayer, William S.)"
"Marcus, George M.","Marcus & Millichap, Inc. - Co-Founder & Co-Chairman","Real Estate Roundtable, The (Shorenstein, Douglas W.)"
"Marcus, Lawrence D.",Walden Venture Capital - Managing Director and General Partner,"Pandora Media, Inc. (Sarnoff, Richard )"
"Mardian, Susan R.",City National Bank - Former Member of Southern Nevada Advisory Board,"City National Bank (Goldsmith, Russell D.), City National Bank (Meyer, Barry M.), City National Bank (Thomas, Peter M.)"
"Margolese, David",Sirius XM Holdings Inc. - Former Chairman of the Board and Chief Executive Officer,"Sirius XM Holdings Inc. (NasdaqGS:SIRI) (Bates, Anthony John), Sirius XM Radio Inc. (Bates, Anthony John)"
"Margulis, Bob",Kaiser Foundation Health Plan of Washington - Former Trustee,"Kaiser Foundation Health Plan of Washington (Johansen, Judith Ann)"
"Mariani, Pierre P. F.",Dexia SA - Former Director,"Bank of the West (Shepherd, J. Michael), First Hawaiian, Inc. (NasdaqGS:FHB) (Shepherd, J. Michael)"
"Marie, Balme Didier",BNP Paribas SA - Former Head of Territory - North & East Asia and Head of CTI,"First Hawaiian, Inc. (NasdaqGS:FHB) (Shepherd, J. Michael)"
"Marineau, Philip Albert","LNK Partners, LLC - Partner","HealthSpan Integrated Care (Johansen, Judith Ann), Kaiser Foundation Health Plan, Inc. (Johansen, Judith Ann), Kaiser Foundation Health Plan, Inc. Hawaii Region (Johansen, Judith Ann), Kaiser Foundation Hospitals, Inc. (Johansen, Judith Ann), Kaiser Permanente Inc. (Johansen, Judith Ann) and 1 Other Connection"
"Marino, Glenn P.","Synchrony Bank - Executive VP, Chief Commercial Officer & CEO of Payment Solutions","Synchrony Bank (Hartnack, Richard C.)"
"Marino, Joseph P.",Aerospace Industries Association - Member of the Board of Governors,"Aerospace Industries Association (Berenato, Joseph C.)"
"Marino, Vincent James",The ODP Corporation - Former Independent Director,"PVH Corp. (NYSE:PVH) (Stahl, Christian )"
"Maritz, Paul A.",Warburg Pincus LLC - Industry Advisor and Member of Information Technology Advisory Board,"VMware, Inc. (NYSE:VMW) (Bates, Anthony John)"
"Mark, Carole F. St.","PLR Ecommerce, LLC - Director","SUPERVALU INC. (Francis, Philip L.)"
"Mark, Reuben","Colgate-Palmolive Company, Distr. LLC - Chairman Of The Board","Catalyst Inc. (McGee, Liam E.), Citicorp LLC. (O'Neill, Michael E.), Warner Media, LLC (Meyer, Barry M.)"
"Markby, Julian ",MPM Holdings Inc. - Former Independent Director,"MPM Holdings Inc. (OTCPK:MPMQ) (Dionne, John D.)"
"Markell, Eric M.",ENMAX Corporation - Director,"Puget Energy, Inc. (Ayer, William S.), Puget Energy, Inc. (Dressel, Melanie J.), Puget Sound Energy, Inc. (Ayer, William S.), Puget Sound Energy, Inc. (Dressel, Melanie J.)"
"Markese, John D.",C8 Venture Capital Inc. - Director,"Nasdaq, Inc. (NasdaqGS:NDAQ) (Ekholm, E. Börje)"
"Marki, Frederick R.","Western Asset Management Company, LLC - Portfolio Manager","Citigroup Inc. (NYSE:C) (O'Neill, Michael E.)"
"Markland, Kyle L.",Affinity Plus Federal Credit Union - Former President & CEO,"PSCU Incorporated (Doss, David E.), PSCU Incorporated (Stuart, Robert A.)"
"Markley Jr., John D.",New Amsterdam Growth Capital LLC - Co-Founder and Managing Partner,"Millennial Media Inc. (Levinsohn, Ross B.)"
"Markley, Greg ",Washington State Investment Board - Director,"Washington State Investment Board (Pugh, Mary E.), Washington State Investment Board (Zinn, George )"
"Markman, Iván ",MarketShare Partners LLC - Chief Operating Officer,"MarketShare Partners LLC (Levinsohn, Ross B.)"
"Markovich, Paul S.","California Physicians' Service, Inc. - President, CEO & Director","Blue Shield of California Life & Health Insurance Company (Hernández, Sandra R.), California Physicians' Service, Inc. (Hernández, Sandra R.)"
"Markovitz Ph.D., Michael C.",Education Management Corporation - Former Senior Vice President of International Initiatives and Chairman - Argosy Education Group Inc,"Education Management Corporation (OTCPK:EDMC.Q) (Cook, Kermit J.)"
"Markowski, Stephen C.",NortonLifeLock Inc. - Former Vice President of Finance,"Symantec Corporation (NasdaqGS:SYMC) (Beer, James A.)"
"Marks M.D., William","Amarantus BioScience Holdings, Inc. - Former Member of Scientific Advisory Board","Amarantus BioScience Holdings, Inc. (OTCPK:AMBS) (Grisham, Arnold T.)"
"Marks, Alan L.","ServiceNow, Inc. - Chief Marketing & Communications Officer","The Advertising Council, Inc. (Bain, Adam )"
"Marks, Arthur J.",Valhalla Partners - Former Co-Founder and Managing General Partner,"Vubiquity, Inc. (Levinsohn, Ross B.)"
"Marks, David","Apax Partners LLP - STA, TA, Trustee & Director","Apax Partners LLP (Fitzsimons, Paul )"
"Marks, David ","Wells Fargo Capital Finance, Inc. - Executive VP & Head of Wells Fargo Commercial Capital","Wells Fargo Capital Finance, Inc. (Stumpf, John G.)"
"Marks, Joshua Benegal",Global Eagle Entertainment Inc. - CEO & Director,"Global Eagle Entertainment Inc. (NasdaqCM:ENT) (Sondag, Eric R.)"
"Marks, Michael E.","Katerra Inc. - Co-Founder, Chairman & CEO","GoPro, Inc. (NasdaqGS:GPRO) (Bates, Anthony John)"
"Markus, Maura A.","Broadridge Financial Solutions, Inc. - Independent Director","Bank of the West (Shepherd, J. Michael), First Hawaiian, Inc. (NasdaqGS:FHB) (Shepherd, J. Michael)"
"Marlen, James S.",Ameron International Water Transmission Group - Chairman of Ameron International Corporation and CEO of Ameron International Corporation,"Parsons Corporation (Adler Lundgren, Tamara L.)"
"Marler, Patricia ",Icon Credit Union - Chairman of the Board,"Icon Credit Union (Miller, Connie J.)"
"Marlett, Christopher A.","MDB Capital Group LLC - Co-founder, President & CEO","TheMaven, Inc. (OTCPK:MVEN) (Heckman, James Charles), TheMaven, Inc. (OTCPK:MVEN) (Levinsohn, Ross B.)"
"Marlin Jr., Harvey W.",First National Bank Alaska - Former Director,"First National Bank Alaska (OTCPK:FBAK) (Lawer, Roxanna E.)"
"Marlin-Fernandez, Genevieve ","Trusted Media Brands, Inc. - Former Editorial Director of Selecciones","Trusted Media Brands, Inc. (Durbin, Dean D.)"
"Marnell II, Tony A.","Marnell Companies, LLC - Founder, Chairman and Chief Executive Officer","Rio Hotel & Casino, Inc. (Thomas, Peter M.)"
"Marquardt, Kent Steven",Health Velocity Capital - Founding Advisory Board Member,"Premera (Nelson, Carol Kobuke)"
"Marquardt, Robert S.",The University of Utah - Member of Board of Regents,"The University of Utah (Boyer, H. Roger)"
"Márquez , David W.",Commonwealth North - Director,"NANA Development Corporation, Inc. (Sandvik, Helvi Kay), Qivliq, LLC (Sandvik, Helvi Kay)"
"Márquez, Juan Manuel","Consorcio Aeroméxico, S.A. de C.V. - Former Independent Director","Wal-Mart de México, S.A.B. de C.V. (BMV:WALMEX *) (Martello, Wan Ling)"
"Marquis, Gail A.","NYC2012, Inc. - Director","NYC2012, Inc. (Shepherd, J. Michael)"
"Marquis, Stanley F.","Triad Systems Corporation - CFO, VP - Finance, Treasurer, Corporate Secretary and President - Triad Systems Financial Corp","Triad Systems Corporation (Blum, Richard Charles)"
"Marr, Richard F.","Pacific Premier Bancorp, Inc. - Former Director and Director of Pacific Premier Bank FSB","Pacific Premier Bancorp, Inc. (NasdaqGS:PPBI) (Gardner, Steven R.)"
"Marra, Thomas Michael",Symetra Financial Corporation - Executive Chairman of the Board,"Talcott Resolution Life Insurance Company (McGee, Liam E.), The Hartford Financial Services Group, Inc. (NYSE:HIG) (McGee, Liam E.)"
"Mars, Alexandre ","Interactive Advertising Bureau, Inc. - Member of Advertising Agency Advisory Board","Interactive Advertising Bureau, Inc. (Bain, Adam ), Interactive Advertising Bureau, Inc. (Steinberg, Jonathan)"
"Marsh, Adrian R. T.",DS Smith Plc - Group Finance Director & Executive Director,"Tesco Corporate Treasury Services PLC (Rao, Shubhi Suryaji)"
"Marsh, C. Douglas",ATMI Inc. - Former Director,"ATMI Inc. (Scalise, George Martin)"
"Marsh, J. Michael","Overlake Hospital Medical Center - President, CEO & Trustee Associate","Overlake Hospital Medical Center (Cleveland, Tom)"
"Marsh, John A.","ESS Technology, Inc. - Chief Financial Officer, Vice President and Corporate Controller","ESS Technology, Inc. (Ng, Dominic )"
"Marsh, Miles L.",Continental Bank Corp. - Former Director and Director - Continental Bank N A,"Continental Bank Corp. (O'Neill, Michael E.)"
"Marshall, Christopher G.",Mr. Cooper Group Inc. - Vice Chairman & CFO,"Mr. Cooper Group Inc. (NasdaqCM:COOP) (Pugh, Mary E.)"
"Marshall, Eileen ","Wilson Sonsini Goodrich & Rosati, P.C. - Partner & Director","Wilson Sonsini Goodrich & Rosati, P.C. (Bochner, Steven E.)"
"Marshall, Joseph W.",Idaho Power Company - Former Chairman of the Board and Chief Executive Officer,"Idaho Power Company (Johansen, Judith Ann)"
"Marshall, Kelly","Credit Union Executives Society, Inc. - Director","Credit Union Executives Society, Inc. (Ramirez, Robert D.)"
"Marshall, Todd ",Marshall Rousso - President,"Western Alliance Bank (Grisham, Arnold T.), Western Alliance Bank (Myers, Daniel P.)"
"Marsten, Deborah A.","Grandpoint Capital, Inc. - Former Chief Operating Officer","Grandpoint Capital, Inc. (Young, Thomas C.), Regents Bank, National Association (Young, Thomas C.)"
"Marta, John A.","Golden Pacific Bank, N.A. - Former Chairman of The Board","Golden Pacific Bank, N.A. (Hotchkiss, Malcolm F.)"
"Martell, Frank D.","CoreLogic, Inc. - President, CEO & Director","Bank of the West (Shepherd, J. Michael)"
"Martellozo, Gerard",Schlumberger Limited - Former Vice President of Human Resources,"Catalyst Inc. (McGee, Liam E.)"
"Mårtensson MBA, Arne ",Ericsson S.p.A. - Deputy Chairman,"Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B) (Ekholm, E. Börje)"
"Mårtensson, Yvonne ",Elos Medtech AB (publ) - Independent Chairman of the Board,"Biotage AB (OM:BIOT) (Ekholm, E. Börje)"
"Martin CPA, Jackie A.","Knowledge Investment Partners, LLC - Member of Board of Directors","Health Alliance Plan of Michigan, Inc. (Richards, Patricia Rae)"
"Martin Jr., John K.",The Paley Center for Media - Trustee,"Warner Media, LLC (Meyer, Barry M.)"
"Martin Jr., Willard J.",Wells Fargo & Company - Member of Commercial Banking Advisory Board,"Wells Fargo & Company (NYSE:WFC) (Craver, Theodore F.), Wells Fargo & Company (NYSE:WFC) (Stumpf, John G.)"
"Martin, David Robert",Vista Panels Ltd. - Finance Director and Executive Director,"Janus Capital Group, Inc. (Parry, Robert T.)"
"Martin, Donald G.",Randolph County Federal Credit Union - Former Managing Officer,"CU Bancorp (Rainer, David I.)"
"Martin, Douglas T.",Overlake Hospital Medical Center - Former Trustee,"Overlake Hospital Medical Center (Cleveland, Tom)"
