"Michael  Ovitz > Creative Artists Agency, LLC > Relationship GridFilter Options: Board Members and Key Executives with Personal Relationships (Including Priors)",,
,,
1st Degree Table: 138 Connections,,
"Happ, Stefan ",Synapse Partners - Member of Advisory Board,"Synapse Partners (Simoudis, Evangelos)"
"Haque Ph.D., Promod","Health Catalyst, Inc. - Former Independent Director","CollabNet, Inc. (Andreessen, Marc Lowell)"
"Harad, George J.",OfficeMax Incorporated - Former Executive Chairman,"OfficeMax Incorporated (Besanko, Bruce H.)"
"Haraf, William S.","Promontory Financial Group, LLC - Managing Director","The Charles Schwab Corporation (NYSE:SCHW) (Shultz, George Pratt)"
"Harari, Eli",SanDisk Limited - Chief Executive Officer,"SanDisk LLC (Campbell, William V.)"
"Harberts, Thomas W.",Sweetbay Supermarket Inc. - Director,"Sweetbay Supermarket Inc. (Danhakl, John G.)"
"Harbin M.D., Henry T.",LEARN IT SYSTEMS LLC - Member of Advisory Board,"Magellan Health, Inc. (NasdaqGS:MGLN) (Bonderman, David ), Magellan Health, Inc. (NasdaqGS:MGLN) (Coslet, Jonathan J.)"
"Harch CPA, Joseph William","Harch Capital Management, LLC - Chief Compliance Officer","GNC Corp. (Hines, Michael F.)"
"Hard, Brian ","Penske Truck Leasing Co., L.P. - CEO & President","Penske Truck Leasing Co., L.P. (Penske, Roger S.)"
"Hardi, Jason ","Muzik Inc. - Founder, Chief Executive Officer & Director","MUZIK, LLC (Levinsohn, Ross B.)"
"Hardie, David C.","Hallador Venture Partners, LLC - General Partner","Freedom Communications, Inc. (Levinsohn, Ross B.)"
"Hardie, Douglas R.","Freedom Communications, Inc. - Former Member of the Board of Directors","Freedom Communications, Inc. (Levinsohn, Ross B.)"
"Hardie, Robin J.","Freedom Communications, Inc. - Former Family Director","Freedom Communications, Inc. (Levinsohn, Ross B.)"
"Hardin Jr., Joseph S.","PetSmart, Inc. - Independent Director","Dean Foods Company (NYSE:DF) (Wright, Doreen A.), The WhiteWave Foods Company (Wright, Doreen A.)"
"Harding, Mark A.",Farmer Bros. Co. - Former Consultant,"Unified Grocers, Inc. (Besanko, Bruce H.)"
"Hardman III, L. G.",Badenoch & Clark Limited - Managing Director and Director,"Georgia Power Company (Burns, Mark L.)"
"Hardy, Mark C.","Blue Ridge Partners Management Consulting, LLC - Senior Managing Director","ATC Technology Corporation (Anderson, Robert E.), ATC Technology Corporation (Frey, Dale F.), Aurora Capital Partners (Anderson, Robert E.)"
"Hardymon, James F.","Old Ladder Co. (DE), Inc. - Director and Director of Holding (PA)","Circuit City Stores Inc. (Besanko, Bruce H.)"
"Hare CPA, Stephen E.",Office Depot B.V. - Chief Financial Officer and Executive Vice President,"Wolverine Tube, Inc. (Davis, Chris A.)"
"Harf, Peter ",Calvin Klein Cosmetic Corporation - Chairman and Chief Executive Officer,"Restaurant Brands International Inc. (NYSE:QSR) (Bonderman, David ), Restaurant Brands International Inc. (NYSE:QSR) (Boyce, Richard W.), Restaurant Brands International Inc. (NYSE:QSR) (Brenneman, Gregory Dean), Restaurant Brands International Inc. (NYSE:QSR) (Swette, Brian Thomas)"
"Harford, Barney ","Uber Technologies, Inc. - Former Chief Operating Officer","Uber Technologies, Inc. (Bonderman, David ), United Airlines, Inc. (Bonderman, David ), United Airlines, Inc. (Brenneman, Gregory Dean)"
"Hargus, Wendy G.","Triumph Aerostructures, LLC - Vice President of Finance","Triumph Aerostructures, LLC (Boisture, Worth W.)"
"Harkins, David V.",Syratech Corporation - Director,"CNO Financial Group, Inc. (NYSE:CNO) (Wright, Doreen A.), Dunkin' Brands Group, Inc. (NasdaqGS:DNKN) (Hines, Michael F.), Dunkin' Brands Group, Inc. (NasdaqGS:DNKN) (Horbach, Sandra J.), Syratech Corporation (Hunt, Gregory William)"
"Harle, Simon Edward",BGH Capital - Founding Partner & Managing Partner,"TPG Capital, L.P. (Bonderman, David ), TPG Capital, L.P. (Coulter, James George)"
"Harlow, John T.","American Laser Skincare, LLC - Chief Executive Officer","Circuit City Stores Inc. (Besanko, Bruce H.)"
"Harman, Fredric W.",Oak Investment Partners - Former General Partner,"Connexus Corporation (Levinson, Linda Fayne), The FRS Company, LLC (Swette, Brian Thomas)"
"Harman, Sidney","Harman International Industries, Incorporated - Former Founder","Business Executives for National Security, Inc. (Weston, Josh S.)"
"Harnish, Michael W.","EthicsPoint, Inc. - Chief Technology Officer","Fios, A DTI Company (Stevens, Timothy J.)"
"Harreld, C. B.","Georgia Power Company - Former Chief Financial Officer, Executive Vice President, Treasurer and Assistant Secretary","Georgia Power Company (Burns, Mark L.)"
"Harrell, Elizabeth Ann",The Timken Company - Independent Director,"The Timken Company (NYSE:TKR) (Anderson, Robert E.)"
"Harrick, Stephen J.",Institutional Venture Partners - MD & General Partner,"Aster Data Systems, Inc. (Cranney, Mark ), Aster Data Systems, Inc. (Horowitz, Benjamin A.)"
"Harrigan, Kathryn Rudie",Cambrex Corporation - Former Independent Director,"Lion Strategy Advisors Inc. (Campbell, William V.)"
"Harrington M.D., Robert A.","Gilead Sciences, Inc. - Member of the Scientific Advisory Board","Gilead Sciences, Inc. (NasdaqGS:GILD) (Rumsfeld, Donald), Gilead Sciences, Inc. (NasdaqGS:GILD) (Shultz, George Pratt)"
"Harrington, Christopher J.",KKR & Co. Inc. - Partner of Private Equity,"Mr. Cooper Group Inc. (NasdaqCM:COOP) (Bonderman, David )"
"Harrington, John","Encentuate, Inc. - Former Vice President of Finance and Corporate Controller","Encentuate, Inc. (Howes, Timothy A.)"
"Harrington, Margaret R.","Capital Education Group, Inc. - Member of Advisory Board","Victory Education Partners, Inc. (Klinsky, Steven Bruce)"
"Harris III, Charles T.","Harris Capital Partners, L.P. - Chief Executive Officer and Managing Partner","Teach For America, Inc. (Drexler, Millard S.)"
"Harris Jr., William Hamilton",Personal Capital Corporation - Founder & Chairman,"Care.com, Inc. (NYSE:CRCM) (Swette, Brian Thomas), Intuit Inc. (NasdaqGS:INTU) (Campbell, William V.), Marble Security, Inc. (Conte, David F.), Yodlee, Inc. (Singh Cassidy, Sukhinder )"
"Harris, C. Martin","VitalStream Health, Inc. - Founder","Colgate-Palmolive Company (NYSE:CL) (Polk, Michael B.)"
"Harris, Christy F.",International Speedway Corporation - Former Independent Director,"International Speedway Corporation (NasdaqGS:ISCA) (Penske, Roger S.)"
"Harris, Clinton P.","Grove Street Advisors, LLC - Senior Advisor & Co-Founder","Falconhead Capital, LLC (McCormack, Mark H.)"
"Harris, Dan ",Southeast Alaska Regional Health Consortium - Senior VP & CFO,"Swedish Health Services, Inc. (Sloan, Stuart M.)"
"Harris, David S.",Steiner Leisure Limited - Independent Director,"Carrols Restaurant Group, Inc. (NasdaqGS:TAST) (Selati, Robin Paul)"
"Harris, James E.","Coca-Cola Consolidated, Inc. - Former Consultant","Acosta, Inc. (Horbach, Sandra J.)"
"Harris, Jay Richard","Goldsmith & Harris Incorporated - Former President, FINOP &  COO","American Vanguard Corporation (NYSE:AVD) (Clark, Lawrence S.)"
"Harris, Joshua J.","Apollo Global Management, Inc. - Co-Founder","GNC Corp. (Hines, Michael F.), Hexion Inc. (House, David C.), NRT LLC (Hunt, Gregory William)"
"Harris, Ken",CyberSource Corporation - Former Director,"CyberSource Corporation (Levinson, Linda Fayne)"
"Harris, Ken ",Cirrascale Corporation - Member of the Advisory Board,"PivotLink Corp. (Simoudis, Evangelos)"
"Harris, Mark R.","Heidrick & Struggles International, Inc. - Chief Financial Officer","Heidrick & Struggles International, Inc. (NasdaqGS:HSII) (Roche, Gerard R.)"
"Harris, Mark Robert",GPI Textiles Limited - Director,"Apollo Investment Corporation (NasdaqGS:AINV) (Hunt, Gregory William)"
"Harris, Norman",Diamond Glass Companies - Former Chief Executive Officer,"Diamond Glass Companies (Danhakl, John G.), Diamond Glass Companies (Sokoloff, Jonathan D.)"
"Harris, Parker ","salesforce.com, inc. - Co-Founder, CTO & Director","salesforce.com Singapore Pte. Ltd. (Powell, Colin L.), salesforce.com, inc. (NYSE:CRM) (Powell, Colin L.)"
"Harris, Patricia E.","Lincoln Center for the Performing Arts, Inc. - Ex Officio Member of Board of Directors","Lincoln Center for the Performing Arts, Inc. (Lourd, Bryan )"
"Harris, Peter L.","Boomtown, LLC - Director","XOJET, Inc. (Bonderman, David )"
"Harris, Robert L.","DentalPlans.com, Inc. - Chief Executive Officer","DentalPlans.com, Inc. (Bifulco, Frank P.)"
"Harrison Jr., William B.",Aurora Capital Partners - Advisor & Member of Executive Board,"Aurora Resurgence Management Partners LLC (Frey, Dale F.), Cousins Properties Incorporated (NYSE:CUZ) (Bell, Thomas D.), Freeport McMoRan Inc. (Kissinger, Henry Alfred), Lincoln Center for the Performing Arts, Inc. (Lourd, Bryan )"
"Harrison M.d., C. Scott","Biomet, Inc. - Former Lead Director","Biomet, Inc. (Coslet, Jonathan J.)"
"Harrison, Brenda",Texas Instruments Incorporated - Former Vice President and Worldwide Director of Environmental Safety & Health Services,"Energy Future Holdings Corp. (Bonderman, David )"
"Harrison, Dean M.",Northwestern Memorial Hospital - CEO of Northwestern Memorial Healthcare and President of Northwestern Memorial Healthcare,"Northern Trust Corporation (NasdaqGS:NTRS) (Chabraja, Nicholas D.), The Northern Trust Company (Chabraja, Nicholas D.)"
"Harrison, Graham O.",Beacon Properties Corp. - Former Director,"Beacon Properties Corp. (Frey, Dale F.)"
"Harrison, H. Jason","Vigilant Solutions, Inc. - Independent Director","Vigilant Solutions, Inc. (Boyce, Richard W.)"
"Harrison, J. Scott","Swedish Health Services, Inc. - Trustee","Swedish Health Services, Inc. (Sloan, Stuart M.)"
"Harrison, James M.",Party City Holdco Inc. - Vice Chairman,"Amscan Holdings Inc. (Meyrowitz, Carol M.), Party City Holdings Inc. (Meyrowitz, Carol M.)"
"Harrison, Jerry ",VenEarth Group LLC - Partner,"iLike, Inc. (Davis, Fred )"
"Harrison, Ken L.","Whisper Communications, Inc. - Director","Portland General Electric Company (NYSE:POR) (Bonderman, David )"
"Harrison, Neil",Solo Cup Co. - Director,"Del Monte Corporation prior to merger with Del Monte Foods Company (Boyce, Richard W.)"
"Harrison, Suzan F.",Colgate-Palmolive Company - Former President of Global Oral Care,"Archer-Daniels-Midland Company (NYSE:ADM) (Strauss, Robert S.)"
"Harrison, Thomas L.",DAS Holdings Inc. - Chairman Emeritus,"Epocrates, Inc. (Stavropoulos, Andreas ), Omnicom Group Inc. (NYSE:OMC) (Greenlees, Michael Edward)"
"Harrison, William D.","The FRS Company, LLC - Member of Scientific Advisory Board","The FRS Company, LLC (Swette, Brian Thomas)"
"Harroff, M. Ray","Biomet, Inc. - Co-Founder","Biomet, Inc. (Coslet, Jonathan J.)"
"Harrus, Alain S.","Kateeva, Inc. - Chairman Emeritus","Equinix, Inc. (Rachleff, Andrew S.), Equinix, Inc. (Volpi, Michelangelo A. ), Equinix, Inc. (REIT) (NasdaqGS:EQIX) (Rachleff, Andrew S.), Equinix, Inc. (REIT) (NasdaqGS:EQIX) (Volpi, Michelangelo A. )"
"Harshfield, Edward G.","Cash Technologies, Inc. - Director","Standard Chartered Bank Korea Limited (Bonderman, David )"
"Harshman, Richard R.",Elamex SA de CV - Director Nominee,"Favorite Brands International, Inc. (Boyce, Richard W.)"
"Hart III, Milledge A.","Rmax Operating, LLC - Chairman of the Board","The Home Depot, Inc. (NYSE:HD) (Brenneman, Gregory Dean), The Home Depot, Inc. (NYSE:HD) (Penske, Roger S.), The Home Depot, Inc. (NYSE:HD) (Sargent, Ronald L.)"
"Hart J.D., Timothy J.",Aurora Capital Partners - Partner & General Counsel,"Aurora Capital Partners (Anderson, Robert E.)"
"Hart M.D., Michael J.","Swedish Health Services, Inc. - Trustee","Swedish Health Services, Inc. (Sloan, Stuart M.)"
"Hart, Brett J.","United Airlines, Inc. - Executive VP & Chief Administrative Officer","United Airlines, Inc. (Bonderman, David ), United Airlines, Inc. (Brenneman, Gregory Dean)"
"Hart, Gregory L.","United Airlines, Inc. - Executive VP, COO & Director","United Airlines, Inc. (Bonderman, David ), United Airlines, Inc. (Brenneman, Gregory Dean)"
"Hart, Judith Mae",Sompo International Holdings Ltd. - Vice Chairperson of Healthcare Insurance,"Sompo International Holdings Ltd. (Coslet, Jonathan J.)"
"Hart, Matthew J.",American Airlines Group Inc. - Independent Director,"Air Lease Corporation (NYSE:AL) (Danhakl, John G.), US Airways Group, Inc. (Coulter, James George)"
"Hart, Michael A.","TCG BDC, Inc. - Former Chairman & CEO","Morgan Stanley (NYSE:MS) (Davis, Chris A.)"
"Hart, Patti Sarles",International Game Technology - Vice Chairman,"Altaba Inc. (NasdaqGS:AABA) (Levinsohn, Ross B.)"
"Hartenbaum, Howard ",August Capital - General Partner,"NearbyNow, Inc. (Horowitz, Benjamin A.)"
"Hartenstein, Eddy W.",Sirius XM Holdings Inc. - Lead Independent Director,"Altaba Inc. (NasdaqGS:AABA) (Levinsohn, Ross B.), Los Angeles Times Communications, LLC (Levinsohn, Ross B.), SanDisk LLC (Campbell, William V.), TiVo Solutions Inc. (Homer, Michael), Tribune Media Company (NYSE:TRCO) (Levinsohn, Ross B.) and 1 Other Connection"
"Hartley, Jane D.","G7 Group, Inc. - Chairman of the Board and Chief Executive Officer","Heidrick & Struggles International, Inc. (NasdaqGS:HSII) (Roche, Gerard R.)"
"Hartman, Gregory D.","Biomet, Inc. - Former Chief Financial Officer, Senior Vice President - Finance and Treasurer","Biomet, Inc. (Coslet, Jonathan J.)"
"Hartman, John Sirel","Asbury Automotive Group, Inc. - Former Senior Vice President of Operations","Asbury Automotive Group, Inc. (NYSE:ABG) (Ryan-Berman, Bridget M.)"
"Hartman, Robert D.",Zovio Inc - Former Director,"Universal Technical Institute, Inc. (NYSE:UTI) (Penske, Roger S.)"
"Hartman, Shelley A.","LifeSync Corporation - Chairman, President, Chief Executive Officer of Gmp Companies Inc and President of Gmp Companies Inc","LifeSync Holdings, Inc. (Bonderman, David )"
"Hartmann Ph.D., Wolfgang",Innoveas International Ltd. - Member of International Advisory Board,"IMS Health Holdings, Inc. (Danhakl, John G.)"
"Hartmann, Hansgregory C.","Facebook Technologies, LLC - Chief Operating Officer","Facebook Technologies, LLC (Andreessen, Marc Lowell)"
"Hartmann, Markus",Schiff Nutrition International Inc. - Director,"Schiff Nutrition International Inc. (Swette, Brian Thomas)"
"Hartnett Jr., Vincent W.","Penske Logistics, Inc. - Former President and Senior Vice President of Administration - Penske Truck Leasing","Penske Logistics, Inc. (Penske, Roger S.)"
"Hartnett, Michael J.","RBC Bearings Incorporated - Chairman, President & CEO","ATC Technology Corporation (Anderson, Robert E.), ATC Technology Corporation (Frey, Dale F.), RBC Bearings Incorporated (NasdaqGS:ROLL) (Anderson, Robert E.), Roller Bearing Company of America, Inc. (Anderson, Robert E.), Vance Street Capital LLC (Danhakl, John G.)"
"Hartono, Jony ","Capriza, Inc. - Former Chief Financial Officer","Capriza, Inc. (Horowitz, Benjamin A.)"
"Hartwick, Warren",Mount Sinai Hospital - Former Director,"Mount Sinai Hospital (Reisman, Heather M.)"
"Hartwig, David ","Sapphire Ventures, LLC - MD & Co-Founder","Qumu, Inc. (Stevens, Timothy J.)"
"Harvey Jr., Stuart Charles","WageWorks, Inc. - Former Executive Chairman","Ceridian Corporation (Chabraja, Nicholas D.)"
"Harvey, Jack ",National Rural Telecommunications Cooperative - President,"Vubiquity, Inc. (Levinsohn, Ross B.)"
"Harvey, Kevin Reese",Benchmark - Founder and General Partner,"Benchmark (Rachleff, Andrew S.), CollabNet, Inc. (Andreessen, Marc Lowell), Kollective Technology Inc. (Andreessen, Marc Lowell), Kollective Technology Inc. (Campbell, William V.), Kollective Technology Inc. (Homer, Michael) and 1 Other Connection"
"Harvey, Lynn E.","Communications & Power Industries LLC - Former Chief Financial Officer, Treasurer and Secretary","Communications & Power Industries LLC (Danhakl, John G.)"
"Harvey, William",Beaufort Memorial Hospital - Ex-Officio Director,"Beaufort Memorial Hospital (House, David C.)"
"Haseltine, William A.",Haseltine Associates Ltd - Chief Executive Officer and Chairman,"Council on Foreign Relations, Inc. (Powell, Colin L.)"
"Hasen, Glenn S.","Blue Titan Software, Inc. - Co-Founder","Blue Titan Software, Inc. (Stavropoulos, Andreas )"
"Hash, Tom",Bechtel Corporation - Former Director,"Bechtel Corporation (Shultz, George Pratt)"
"Haskins, John Frederick","U.S. Helicopter Corporation - Chief Executive Officer, President and Director","Jet Support Services, Inc. (Moss, Bryan T.)"
"Haslip CPA, Jennifer L.","Cultural Experiences Abroad, Inc. - Interim Chief Financial Officer and Interim Chief Enrollment Officer","Universal Technical Institute, Inc. (NYSE:UTI) (Penske, Roger S.)"
"Hassan, Fred",The International Federation of Pharmaceutical Manufacturers & Associations - President,"Avon Products, Inc. (NYSE:AVP) (Scully, James S.), Warner Media, LLC (Powell, Colin L.)"
"Hassan, Khwaja  Shahid Muzaffar","Greenmont Capital Partners - General Partner, Managing Director and Venture Partner","Whole Foods Market, Inc. (Sokoloff, Jonathan D.)"
"Hassenfeld, Alan G.","Hasbro Toys & Games Holdings, S.L. - Chairman & Chief Executive Officer","salesforce.com Singapore Pte. Ltd. (Powell, Colin L.), salesforce.com, inc. (NYSE:CRM) (Powell, Colin L.)"
"Hastings Jr., Wilmot Reed","Netflix, Inc. - Co-Founder, Chairman, President & Co-CEO","Facebook, Inc. (NasdaqGS:FB) (Andreessen, Marc Lowell)"
"Hastings, Barry G.",Northern Trust Corporation - Former President & Chief Operating Officer,"Northern Trust Corporation (NasdaqGS:NTRS) (Chabraja, Nicholas D.), The Northern Trust Company (Chabraja, Nicholas D.)"
"Hatch, Michael L.","Leslie's Poolmart Inc. - Former President, COO & Director","Leslie's Poolmart Inc. (Danhakl, John G.)"
"Hatcher CPA, James T.","Emory Healthcare, Inc. - Chief Financial Officer","Emory Healthcare, Inc. (Bell, Thomas D.)"
"Hatchett, Glenda","Atlanta Falcons Football Club, LLC - Member of the Board of Advisors","The Gap, Inc. (NYSE:GPS) (Drexler, Millard S.)"
"Hatfield, David M.","Pure Storage, Inc. - Vice Chair & President Emeritus","Pure Storage, Inc. (NYSE:PSTG) (Volpi, Michelangelo A. )"
"Hathaway, M. Phil","CNO Financial Group, Inc. - Former Director","CNO Financial Group, Inc. (NYSE:CNO) (Wright, Doreen A.)"
"Hathaway, Peter S.","Allied Waste North America, LLC - Former Chief Accounting Officer, Vice President and Director","JDA Software Group, Inc. (Klinsky, Steven Bruce)"
"Haubenstricker, Thomas A.",MphasiS Corp. - Director,"Zale Corporation (Burman, Terry Lee)"
"Hauge, Tom",Apple Inc. - Former Director,"Apple Inc. (NasdaqGS:AAPL) (Campbell, William V.), Apple Inc. (NasdaqGS:AAPL) (Drexler, Millard S.)"
"Haughey, Nicole Parent",Mimeo Limited - Chief Operating Officer,"Mimeo.com, Inc. (Stavropoulos, Andreas )"
"Haughton, Kenneth E.",Veritas Software Technology Corporation - Former Engineering Consultant and Director,"Veritas Software Technology Corporation (Bonderman, David ), Veritas Software Technology Corporation (Coulter, James George)"
"Hauptfuhrer, W. Barnes","Triad Opportunity I, LLC - Director","Wolverine Tube, Inc. (Davis, Chris A.)"
"Hauser, Gérard ",Nexans Tianjin Magnet Wire and Cables Co. - Chairman and Chief Executive Officer,"CVC Capital Partners Limited (Levinson, Linda Fayne)"
"Hauser, Hermann ","Amadeus Capital Partners Limited - Co-founder, Director & Venture Partner","Conexant, Inc. (Coulter, James George)"
"Hauser, Jerry","Teach For America, Inc. - Former Chief Operating Officer","Teach For America, Inc. (Drexler, Millard S.)"
"Hauser, Rita E.","Lincoln Center for the Performing Arts, Inc. - Director","Lincoln Center for the Performing Arts, Inc. (Lourd, Bryan )"
"Hausner, Bryan","Akimbo Systems, Inc. - Chief Operating Officer","Akimbo Systems, Inc. (Stavropoulos, Andreas )"
"Hautanen, Osmo A.","Magnolia Broadband, Inc. - Chief Executive Officer and Director","FuzeBox, Inc. (OTCPK:CLWA) (Volpi, Michelangelo A. )"
"Havelock, Kevin ",The Unilever Group - Former President of Refreshment,"Unilever United States, Inc. (Polk, Michael B.)"
"Havens, John Paul",Napier Park Global Capital (US) LP - Former Partner & Non Executive Chairman,"Citigroup Alternative Investments LLC (Leat, Chad A.)"
"Haviland, Richard J.","Citi Investor Services, Inc. - Director","Automatic Data Processing, Inc. (NasdaqGS:ADP) (Brenneman, Gregory Dean), Automatic Data Processing, Inc. (NasdaqGS:ADP) (Weston, Josh S.)"
"Hawaux, André J.","Lamb Weston Holdings, Inc. - Independent Director","Dick's Sporting Goods, Inc. (NYSE:DKS) (Hines, Michael F.)"
"Hawker, Michael John",Macquarie Group Limited - Independent Director,"GEMS III, L.P. (Kissinger, Henry Alfred)"
"Hawkins Esq., Ashton",Christie's Inc. - Secretary and Member of American Advisory Board,"Christie's Inc. (De Rothschild, Lynn Forester), Christie's International SA (De Rothschild, Lynn Forester)"
"Hawkins, Jeffrey C.","Numenta, Inc. - Co-Founder and Director","Palm, Inc. (Homer, Michael)"
"Hawkins, Mark J.","salesforce.com, inc. - President & CFO","salesforce.com Singapore Pte. Ltd. (Powell, Colin L.), salesforce.com, inc. (NYSE:CRM) (Powell, Colin L.)"
"Hawkins, Ronnie S.",Omnicom Group Inc. - Independent Director,"Omnicom Group Inc. (NYSE:OMC) (Greenlees, Michael Edward)"
"Haworth, Matthew Richard G.","Haworth International, Ltd. - Chairman of the Board and Chief Executive Officer","Business Leaders for Michigan (Penske, Roger S.)"
"Hayakawa, Shigeru ",Toyota Motor Corporation - Vice Chairman,"Lincoln Center for the Performing Arts, Inc. (Lourd, Bryan )"
"Hayashi, Ryozo ","Eurasia Group, Ltd. - Special Advisor","Robert Bosch GmbH (Kissinger, Henry Alfred)"
"Hayden, Michael V.","The Chertoff Group, LLC - Principal","Business Executives for National Security, Inc. (Weston, Josh S.)"
"Hayden, Parker B.",Mousse Partners - MD & Head of U.S. Private Equity,"CVC Brasil Operadora e Agência de Viagens S.A. (BOVESPA:CVCB3) (Horbach, Sandra J.)"
"Hayek, Andrew Patrick","OptumHealth, Inc. - Former Chief Executive Officer","SCAI Holdings, LLC (Bonderman, David )"
"Hayes, John","Pure Storage, Inc. - Founder & Advisor","Pure Storage, Inc. (NYSE:PSTG) (Volpi, Michelangelo A. )"
"Hayes, John",Jewelers of America - Director,"Jewelers of America (Burman, Terry Lee)"
"Hayes, John D.",American Express Company - Former Executive VP & Chief Marketing Officer,"Altaba Inc. (NasdaqGS:AABA) (Levinsohn, Ross B.), Association of National Advertisers Inc. (Bifulco, Frank P.)"
"Hayes, Kevin M.","Weston Presidio Service Company, LLC - Partner","Amscan Holdings Inc. (Meyrowitz, Carol M.), Party City Holdings Inc. (Meyrowitz, Carol M.)"
"Hayes, Richard Joseph","Jasper Ridge Partners, L.P. - Managing Partner","Falconhead Capital, LLC (McCormack, Mark H.)"
"Hayes, Robert ",First Round Capital - Board Partner,"Uber Technologies, Inc. (Bonderman, David )"
"Hayford CPA, Michael Dale","NCR Corporation - President, CEO & Director","NCR Corporation (NYSE:NCR) (Levinson, Linda Fayne)"
"Hayford, Warren J.",Mauser Packaging Solutions - Former Non Executive Vice Chairman,"BWAY Corporation (Copans, Richard H.), BWAY Parent Company, Inc. (Copans, Richard H.)"
"Haymon, Monte Roy",Watermill Advisors - Operating Partner,"OfficeMax Incorporated (Besanko, Bruce H.)"
"Hayn Ph.D., Carla","BlackLine, Inc. - Member of Advisory Board","Governance Holdings Co. (Rubel, Michael )"
"Hayne, Margaret A.","Urban Outfitters, Inc. - Chief Creative Officer, CEO of Free People & Director","Urban Outfitters, Inc. (NasdaqGS:URBN) (Singh Cassidy, Sukhinder )"
"Hayne, Richard A.","Urban Outfitters, Inc. - Co-Founder, Chairman & CEO","Urban Outfitters, Inc. (NasdaqGS:URBN) (Singh Cassidy, Sukhinder )"
"Haynes Ph.D., Victoria Franchetti",Research Triangle Institute - Member of Board of Governors,"Archer-Daniels-Midland Company (NYSE:ADM) (Strauss, Robert S.)"
"Haynes, Bill",Bechtel Corporation - Former Director,"Bechtel Corporation (Shultz, George Pratt)"
"Haynes, Byron ",Wiener Börse AG - Former Member of Supervisory Board,"BAWAG P.S.K. (Leat, Chad A.)"
"Haynes, Jay","Strategyn Equity Partners, LLC - Co-founder and Managing Director","Akimbo Systems, Inc. (Stavropoulos, Andreas )"
"Hays, Donald S.","Business Executives for National Security, Inc. - Chief Operating Officer","Business Executives for National Security, Inc. (Weston, Josh S.)"
"Hays, Thomas C.",JTI UK Limited - Director,"ACNielsen Corporation (Hasker, Stephen John)"
"Hayward, Blake","Extole, Inc. - Founder","Extole, Inc. (Simoudis, Evangelos)"
"Hayward, Lawrence H.",Leslie's Poolmart Inc. - Director,"Carr Gottstein Foods Co. (Sokoloff, Jonathan D.), Leslie's Poolmart Inc. (Danhakl, John G.), Petco Holdings, Inc. (Coslet, Jonathan J.), Petco Holdings, Inc. (Danhakl, John G.), Petco Holdings, Inc. (Wheeler, Carrie A.)"
"Hazeltine, Barrett",Lion Strategy Advisors Inc. - Advisor,"Lion Strategy Advisors Inc. (Campbell, William V.)"
"Hazen, Paul M.",Accel-KKR LLC - Special Advisor and Chairman,"Verizon Americas Inc. (Shultz, George Pratt), Wells Fargo & Company (NYSE:WFC) (Sargent, Ronald L.)"
"Healy, Patrick J.",Hellman & Friedman LLC - Chief Executive Officer,"Nielsen Holdings plc (NYSE:NLSN) (Hasker, Stephen John)"
"Heap, David Anthony",Homestead Technologies Inc. - Director,"Homestead Technologies Inc. (Levinson, Linda Fayne)"
"Hearst III, William Randolph",Kleiner Perkins Caufield & Byers - Partner Emeritus,"Akimbo Systems, Inc. (Stavropoulos, Andreas )"
"Heasley, Linda ","J.Jill, Inc. - Former CEO, President & Director","J.Jill, Inc. (NYSE:JILL) (Scully, James S.)"
"Heath III, Stratton R.",Keystone Group LP - Chief Financial Officer,"Keystone Group, L.P. (Bonderman, David )"
"Heath, Ralph D.",Textron Inc. - Independent Director,"Beechcraft Corporation (Boisture, Worth W.)"
"Heather, David I.","RPS Scotia, Inc. - Former Co-Founder and Director","Denbury Resources Inc. (NYSE:DNR) (Bonderman, David ), Denbury Resources Inc. (NYSE:DNR) (Wheeler, Carrie A.)"
"Hébert, Daniel B.",New Mountain Finance AIV Holdings Corp. - Former Director,"New Mountain Finance AIV Holdings Corp. (Klinsky, Steven Bruce), New Mountain Finance Corporation (NYSE:NMFC) (Klinsky, Steven Bruce), New Mountain Finance Holdings, L.L.C. (Klinsky, Steven Bruce)"
"Hébert, Daniel B.",Prosys Tech Corporation - Director,"OptumRx PBM Of Illinois, Inc. (Klinsky, Steven Bruce)"
"Hebert, Gabriel","Anki, Inc. - Vice President of Operations","Anki, Inc. (Andreessen, Marc Lowell)"
"Heckman Jr., James Charles","TheMaven, Inc. - Founder, CEO & Director","5to1 Holding Corp. (Levinsohn, Ross B.), Scout Media Holdings, Inc. (Levinsohn, Ross B.), Scout Media, Inc. (Levinsohn, Ross B.), TheMaven, Inc. (OTCPK:MVEN) (Levinsohn, Ross B.)"
"Hedayat, Ali G.",Restaurant Brands International Limited Partnership - Independent Director of Restaurant Brands International Inc.,"Restaurant Brands International Inc. (NYSE:QSR) (Bonderman, David ), Restaurant Brands International Inc. (NYSE:QSR) (Boyce, Richard W.), Restaurant Brands International Inc. (NYSE:QSR) (Brenneman, Gregory Dean), Restaurant Brands International Inc. (NYSE:QSR) (Swette, Brian Thomas)"
"Hedelius, Tom ",AB Industrivärden (publ) - Former Chairman,"Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B) (Singh Cassidy, Sukhinder ), Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B) (Volpi, Michelangelo A. )"
