"Lisa  Gersh > Martha Stewart Living Omnimedia, Inc. > Relationship GridFilter Options: Board Members and Key Executives with Personal Relationships (Including Priors)",,
,,
1st Degree Table: 153 Connections,,
"James-Brown, Christine","Child Welfare League Of America, Inc. - Chief Executive Officer and President","Citizens Bank, National Association (Segal, Eli J.)"
"Jameson, Jim ","IDEAL Industries, Inc. - Former Chairman","IDEAL Industries, Inc. (Frascotti, John A.)"
"Jamieson CPA, George ",Las Vegas Sands Corp. - Independent Director,"Las Vegas Sands Corp. (NYSE:LVS) (Koppelman, Charles A.)"
"Jamieson, Mark T.","Hughes Supply, Inc. - Chief Financial Officer and Senior Vice President","Ryder System, Inc. (NYSE:R) (Leinbach, Tracy Ann)"
"Jamison, Cynthia Todd",AquaSpy Group Pty Ltd. - Former Chief Financial Officer,"Caribe Media, Inc. (Elliott, Jerry V.), Savista LLC (Greenberg, Jack M.)"
"Jan de Jong, Michiel Gerrit","Mizuho International plc - Former CEO, President & Director","RBS Holdings N.V. (Martinez, Arthur C.)"
"Janelle, Gerald F.","Citizens Bank, National Association - Former Director of Citizens Bank of NH","Citizens Bank, National Association (Segal, Eli J.)"
"Janiewicz, Marjorie","MongoDB, Inc. - Former Vice President of Corporate Sales & Operations","MongoDB, Inc. (NasdaqGM:MDB) (Cochran, Hope F.)"
"Janitz, John A.","Evergreen Capital Partners, Inc., Investment Arm - Co-Founder, Co Founding Partner and Chairman","Questor Management Company (Martinez, Arthur C.)"
"Jankowski, Gene F.",Jankowski Communications System - Chairman of the Board,"CBS Corporation (NYSE:CBS) (Biondi, Frank J.), CBS Corporation (NYSE:CBS) (Goldner, Brian D.), Veronis Suhler Stevenson (Kelly, Michael J.)"
"Janovic, Evan","New York City Investment Fund Manager, Inc. - Member of Advisory Board","New York City Investment Fund Manager, Inc. (Wilson, Frederick R.)"
"Jansen, Raymond A.","The Hartford Courant Company, LLC - Former Chief Executive Officer and Publisher","NYC2012, Inc. (Stewart, Martha )"
"Janssen, Vincent ",PT Sara Lee Body Care Indonesia Tbk - Commissioner,"The Hillshire Brands Company (Ubben, Jeffrey Williams)"
"Janurianto, Ambono ",PT Bakrieland Development Tbk - President Director & CEO,"PT Bakrieland Development Tbk (IDX:ELTY) (Harris, Mark Robert)"
"Japhet, Ernest I.",Bank Leumi USA - Former Chairman,"Bank Leumi USA (Goldstein, Michael )"
"Jaqua, John E.","NIKE, Inc. - Former Director","NIKE, Inc. (NYSE:NKE) (Chang, Gareth C. C.)"
"Jaramillo Narváez, Edgar ",UNACEM Ecuador S.A. - Operations Manager,"UNACEM Ecuador S.A. (Stern, Paula )"
"Jardins, Jory Des",BlogHer Inc. - Co-Founder,"Interactive Advertising Bureau, Inc. (Millard, Wenda Harris), Interactive Advertising Bureau, Inc. (Wiener, Bryan J.)"
"Jarosz, Steven",9 Story Media Group Inc. - Former Co-Founding Partner and Executive Vice President,"9 Story Media Group Inc. (Laybourne, Geraldine B.)"
"Jarrett Ph.D., Keith B.","ROCKPORT PA, LLC - Principal","Salmon River Capital LLC (Seligman, Naomi O.)"
"Jarve, John W.","Menlo Ventures Management, L.P. - Partner Emeritus","MobiTV, Inc. (Mohn, Jarl )"
"Jarvis, Scot B.",Cedar Grove Investments LLC - Partner,"Good Technology, Inc. (Doerr, L. John), Leap Wireless International Inc. (Elliott, Jerry V.)"
"Jasin, Berry ","Spanish Broadcasting System, Inc. - Senior Vice President of National Sales - Consolidated Operations","The Advertising Council, Inc. (Abraham, Magid M.), The Advertising Council, Inc. (Baum, Herbert M.), The Advertising Council, Inc. (Kelly, Michael J.), The Advertising Council, Inc. (Kenny, David W.), The Advertising Council, Inc. (Matta, Serge ) and 3 Other Connections"
"Jauchius, Matthew E.",Fifth Third Bancorp - Chief Marketing Officer & Executive VP,"The Advertising Council, Inc. (Abraham, Magid M.), The Advertising Council, Inc. (Baum, Herbert M.), The Advertising Council, Inc. (Kelly, Michael J.), The Advertising Council, Inc. (Kenny, David W.), The Advertising Council, Inc. (Matta, Serge ) and 3 Other Connections"
"Jauernig, Daniel A.",Capita Corporation - Chief Financial Officer,"Cars.com Inc. (NYSE:CARS) (Greenthal, Jill A.), Cars.com Inc. (NYSE:CARS) (Kelly, Michael J.), Cars.com Inc. (NYSE:CARS) (Wiener, Bryan J.)"
"Jaunich II, Robert",Calera Capital - Founding Partner and Chairman of Advisory Board,"Acelity L.P. Inc. (Ubben, Jeffrey Williams), The Hillshire Brands Company (Ubben, Jeffrey Williams)"
"Javes, Andre A.","Toys""R""Us-Japan, Ltd. - President and Representative Director","Toys ""R"" Us, Inc. (Goldstein, Michael )"
"Jawitz, Simon B.",Bank Leumi USA - Director,"Bank Leumi USA (Goldstein, Michael )"
"Jaye, Daniel","Korrelate, Inc. - Founder ","TACODA LLC (Wilson, Frederick R.)"
"Jean, Darline ","PulsePoint, Inc. - Former Chief Operating Officer","About, Inc. (Biondi, Frank J.)"
"Jean, Denis",Catalyst Paper Corporation - Former Director,"Fibrek Inc. (Gordon, Harold Philip)"
"Jeanbart, Paul E.","Vivre, Inc. - Director","XL Group Ltd (Leinbach, Tracy Ann)"
"Jeanneney, Luc",Lafarge S.A. - Director,"Lafarge S.A. (Stern, Paula )"
"Jeanneret, Andrew J.","Asbury Communities, Inc. - Chief Financial Officer","Millennial Media Inc. (Millard, Wenda Harris)"
"Jeffery, Daniel","Agritech Worldwide, Inc. - Former Director","Agritech Worldwide, Inc. (OTCPK:FBER) (Greenberg, Jack M.)"
"Jeffery, Jack ",MTS S.p.A - Chief Executive Officer,"SuperDerivatives Inc. (Golden, Bruce )"
"Jeffrey, Mark",SuperSig - Chief Executive Officer and Co-Founder ,"ThisWeekIn, Inc. (Mohn, Jarl )"
"Jeffries, Douglas C.",Xero Limited - Former Chief Financial Officer and Executive Vice President,"Palm, Inc. (Chang, Gareth C. C.), Palm, Inc. (Doerr, L. John)"
"Jeffries, Joseph A.",AC Moore Arts & Crafts Inc. - Chief Executive Officer,"AC Moore Arts & Crafts Inc. (Segal, Eli J.)"
"Jeffries, Michael S.",Abercrombie & Fitch Co. - Former Chief Executive Officer and Director,"Abercrombie & Fitch Co. (NYSE:ANF) (Kramer, Michael W.), Abercrombie & Fitch Co. (NYSE:ANF) (Martinez, Arthur C.), Abercrombie & Fitch Co. (NYSE:ANF) (Riley, Susan J.)"
"Jelic, Sanja ","About, Inc. - Member of Medical Review Board","About, Inc. (Biondi, Frank J.)"
"Jemas Jr., William","Marvel Entertainment, LLC - Former Chief Marketing Officer","Marvel Entertainment, LLC (West, Kenneth P.)"
"Jenckes, Marcien ","Comcast Cable Communications, LLC - President of Advertising","The Advertising Council, Inc. (Abraham, Magid M.), The Advertising Council, Inc. (Baum, Herbert M.), The Advertising Council, Inc. (Kelly, Michael J.), The Advertising Council, Inc. (Kenny, David W.), The Advertising Council, Inc. (Matta, Serge ) and 3 Other Connections"
"Jenkins Jr., Maynard L.",TriArtisan Capital Advisors LLC - Operating Executive,"Tri-Artisan Acquisition Corp. (Goldstein, Michael )"
"Jenkins, David B.","KaBloom.com, Ltd. - Chairman of the Board","FGX International Holdings Limited (Verrecchia, Alfred Joseph)"
"Jenkins, Leerie Thurman","RS&H, Inc. - Executive Chairman","Blue Cross and Blue Shield of Florida, Inc. (Leinbach, Tracy Ann)"
"Jenkins, Richard","Local Insight Regatta Holdings, Inc. - Interim Chief Financial Officer","BioScrip, Inc. (NasdaqGS:BIOS) (Goldstein, Michael )"
"Jenkins, Robert Warren","Combinatorics Capital, LLC - Chief Executive Officer and Managing Partner","CVC Capital Partners Limited (Davis, Crispin Henry Lamert)"
"Jenness, James M.",Kellogg Company - Non-Executive Director,"Grocery Manufacturers Association (Baum, Herbert M.)"
"Jennings, Brian","National Hockey League, L.P. - Executive Vice President of Marketing","The Advertising Council, Inc. (Abraham, Magid M.), The Advertising Council, Inc. (Baum, Herbert M.), The Advertising Council, Inc. (Kelly, Michael J.), The Advertising Council, Inc. (Kenny, David W.), The Advertising Council, Inc. (Matta, Serge ) and 3 Other Connections"
"Jennings, Laura ","Atlas Venture Fund VI, L.P. - Senior Principal","SkillsVillage, Inc. (Cochran, Hope F.)"
"Jennings, Mark E.",Generation Partners - Co-founder & Managing Partner,"Six Flags Entertainment Corporation (NYSE:SIX) (Koppelman, Charles A.)"
"Jennings, Michael ","Secure-24, Inc. - Director","M-Factor, Inc. (Garrick, George R.)"
"Jennings, Peter","Center for Communication, Inc. - Former Director","Carnegie Hall Corporation (Rosenwald, E. John)"
"Jennings, William",Recommunity Corporation - Chief Financial Officer,"INTTRA Inc. (Ganek, Jeffrey E.)"
"Jenny, -","Adia Nutrition, Inc. - Co-Founder","Adia Nutrition, Inc. (OTCPK:ADIA) (Nichols, Wesley A.)"
"Jensen III  , Julius","Pacific Sunwear of California, LLC - Former Director","Pacific Sunwear of California, LLC (Goldstein, Michael )"
"Jensen, David","Sky Brasil Serviços Ltda. - Former Member of the Mgmt Board, VP - Liberty Media Corp and VP - Liberty Media International Inc","Corus Entertainment Inc. (TSX:CJR.B) (Frascotti, John A.)"
"Jensen, Edmund P.",Trintech Group PLC - Chairperson of Advisory Board,"Phoenix Technologies Ltd. (Fuller, Dale L.)"
"Jensen, Kathryn P.","National Public Radio, Inc. - Chair","National Public Radio, Inc. (Mohn, Jarl )"
"Jensen, Lance","Independent Advertising, Inc. - Founder and Chief Creative Officer","Independent Advertising, Inc. (Connors, John M.)"
"Jensen, Peter T.","Spectrum Equity Management, L.P. - Managing Director","WeddingWire, Inc. (Millard, Wenda Harris), WeddingWire, Inc. (Steib, Michael F.)"
"Jenson, Warren","Tapjoy, Inc. - Chairman","Tapjoy, Inc. (Garrick, George R.)"
"Jenson, Warren C.","LiveRamp Holdings, Inc. - President, CFO & Executive MD of International","Amazon.com, Inc. (NasdaqGS:AMZN) (Doerr, L. John), Electronic Arts Inc. (NasdaqGS:EA) (Laybourne, Geraldine B.), LiveRamp Holdings, Inc. (NYSE:RAMP) (Henderson, William J.), LiveRamp Holdings, Inc. (NYSE:RAMP) (Ubben, Jeffrey Williams)"
"Jeong, Seh-Woong",Seagate Technology plc - Former Director,"Seagate Technology plc (NasdaqGS:STX) (Biondi, Frank J.)"
"Jermoluk, Thomas A.","Bell Laboratories, Inc. - Executive Officer","At Home Corporation (Doerr, L. John), ENDFORCE, Inc. (Doerr, L. John), Shutterfly, Inc. (NasdaqGS:SFLY) (Zeisser, Michael P.), WebMD Health Corp. (Doerr, L. John)"
"Jesanis, Michael E.",NiSource Inc. - Independent Director,"National Grid USA (Smyth, Margaret M.)"
"Jessiman, Peter","Rakuten Super Logistics, Inc. - Director","Rakuten Super Logistics, Inc. (Fuller, Dale L.)"
"Jessup, Catherine","The Topps Company, Inc. - Former Chief Financial Officer, Principal Accounting Officer, Vice President and Treasurer","The Topps Company, Inc. (Mueller, John P.)"
"Jessup, Philip C.",Asia Society - Trustee Emeritus,"Asia Society (Malone, Claudine Berkeley), Asia Society (Spielvogel, Carl )"
"Jevens, Dermot","Trupanion, Inc. - Member of Veterinary Advisory Board","Trupanion, Inc. (NasdaqGM:TRUP) (Philip, Edward Michael)"
"Jewett Jr., Freeborn G.","Environmental Defense Fund, Inc. - Advisory Trustee","Environmental Defense Fund, Inc. (Rosenwald, E. John)"
"Jewitt, Dennis",Global Capital Partners Inc.,"Sonomax Technologies Inc (OTCPK:SXHH.F) (Gordon, Harold Philip)"
"Jewitt, Joel ","Rapleaf, Inc. - Vice President of Business Development","Alterego Networks (Santer, Michael A.), Good Technology, Inc. (Doerr, L. John)"
"Jews, William L.","Choice Hotels International, Inc. - Independent Director","MMA Capital Holdings, Inc. (NasdaqCM:MMAC) (Kay, David B.)"
"Jha, Sanjay K.","Eclipse Ventures, LLC - General Partner","Motorola Solutions, Inc. (NYSE:MSI) (Singer, Bradley Eric)"
"Jhawar, Andrew S.","Apollo Global Management, Inc. - Senior Partner","Rent-A-Center, Inc. (NasdaqGS:RCII) (Stern, Paula )"
"Jim, -","Channel One, LLC - Member of Advisory Board","Channel One, LLC (Laybourne, Geraldine B.)"
"Jimenez Jr., Joseph ",Novartis International AG - Chief Executive Officer,"Blue Nile, Inc. (Irvine, Diane M.)"
"Jimenez-Tuñon, Luis ",Pareteum Corporation - Independent Director,"Pareteum Corporation (NasdaqCM:TEUM) (Kerrest, Jacques D.)"
"Jimirro, James P.",National Lampoon Inc. - Chairman,"Rentrak Corporation (Chemerow, David I.), Rentrak Corporation (Engel, William E.), Rentrak Corporation (Fulgoni, Gian M.), Rentrak Corporation (Gottesman, Patricia A.), Rentrak Corporation (Henderson, William J.) and 6 Other Connections"
"Jiskoot, Wilco G.",Ramphastos Investments N.V. - Strategic Advisor,"CVC Capital Partners Limited (Davis, Crispin Henry Lamert), NatWest Markets N.V. (Martinez, Arthur C.), RBS Holdings N.V. (Martinez, Arthur C.)"
"Joachim, Paul K.",Sauce Labs Inc. - Chief Financial Officer,"TubeMogul, Inc. (Fradin, Russell)"
"Joaquin, James ","Obvious Ventures, L.P. - Co-founder, General Partner & MD","Ritz Interactive, Inc. (Roskin, William A.)"
"Job KBE, Peter James Denton",TIBCO Software Inc. - Presiding Director,"GlaxoSmithKline plc (LSE:GSK) (Davis, Crispin Henry Lamert)"
"Job, Emmanuel",Mode Media Corporation - Co-Founder,"Mode Media Corporation (Mohn, Jarl )"
"Jobanputra, Jalak K.",FuturePerfect Ventures - Founding Partner,"NYC Seed (Bronfin, Kenneth A.), NYC Seed (Wilson, Frederick R.)"
"Jobe CPA, Larry Alton","Mannatech, Incorporated - Independent Director","SWS Group, Inc. (Peterson, Robert Wayne)"
"Jobs, Laurene Powell",New America Foundation - Director,"NewSchools Venture Fund, Investment Arm (Doerr, L. John)"
"Jobs, Steven P.",Apple Inc. - Founder,"Apple Inc. (NasdaqGS:AAPL) (Chang, Gareth C. C.), The Gap, Inc. (NYSE:GPS) (Goldner, Brian D.), The Walt Disney Company (NYSE:DIS) (Philip, Edward Michael)"
"Jodlowski, Peter ","Barneys New York, Inc. - Director","Barneys New York, Inc. (Spielvogel, Carl )"
"Joerres, Jeffrey A.",Manpower France SAS - Chairman of Manpowergroup Inc,"ManpowerGroup Inc. (NYSE:MAN) (Greenberg, Jack M.), The Western Union Company (NYSE:WU) (Greenberg, Jack M.)"
"John Broadley, Philip Arthur",Legal & General Group Plc - Independent Non-Executive Director,"Prudential plc (LSE:PRU) (Oliver Garrett, Michael William)"
"John Ph.D., George Harrison",Khosla Ventures - Operating Partner,"The Advertising Council, Inc. (Abraham, Magid M.), The Advertising Council, Inc. (Baum, Herbert M.), The Advertising Council, Inc. (Kelly, Michael J.), The Advertising Council, Inc. (Kenny, David W.), The Advertising Council, Inc. (Matta, Serge ) and 3 Other Connections"
"John, Alex St.","WildTangent, Inc. - Co-Founder","WildTangent, Inc. (Norman, Robert David)"
"John, Costa","StoneRiver, Inc. - Chief Financial Officer","Mediaplex, Inc. (Carlin, Ira )"
"John, Miriam E.","Leidos Holdings, Inc. - Independent Director","Leidos Holdings, Inc. (NYSE:LDOS) (Malone, Claudine Berkeley)"
"Johns, Andy","Ziff Davis, LLC - Chief Financial Officer","Ziff Davis, LLC (Millard, Wenda Harris)"
"Johnsen, Greg ",Primera Capital - Operating Partner,"Think Passenger, Inc. (Walker, Daniel E.)"
"Johnson DVM, Roger ","Trupanion, Inc. - Member of Veterinary Advisory Board","Trupanion, Inc. (NasdaqGM:TRUP) (Philip, Edward Michael)"
"Johnson Esq., V. Duncan",Lifespan Corporation - Former Director,"Lifespan Corporation (Verrecchia, Alfred Joseph)"
"Johnson III, Jonathan E.","Overstock.com, Inc. - CEO & Director","Utah Technology Council (Hochhauser, Howard )"
"Johnson IV, Robert Wood","Lupus Research Alliance, Inc. - Chairman","NYC2012, Inc. (Stewart, Martha ), The National September 11 Memorial & Museum at the World Trade Center Foundation, Inc. (Rosenwald, E. John)"
"Johnson Jr., Franklin Pitcher",Asset Management Ventures - Lead Limited Partner,"Amgen Inc. (NasdaqGS:AMGN) (Biondi, Frank J.)"
"Johnson Jr., James K.","Alloy, LLC - Co-Founder, Former President, COO & Director","Alloy, LLC (Laybourne, Geraldine B.)"
"Johnson P.Geo, Michael David","Kria Resources Ltd. - Former CEO, President & Director of Beartooth Platinum Corp","The Creative Coalition Inc. (Laybourne, Geraldine B.)"
"Johnson Ph.D., Courtney",Mode Media Corporation - Non Executive Founder,"Mode Media Corporation (Mohn, Jarl )"
"Johnson Ph.D., M. Eric",Nashville Health Care Council - Director,"Evant, Inc. (Cochran, Hope F.)"
"Johnson Rice, Linda ","Johnson Publishing Company, Inc. - Former Chairman","National Museum of African American History and Culture (Winfrey, Oprah ), Omnicom Group Inc. (NYSE:OMC) (Batkin, Alan R.)"
"Johnson, Brian","Willis North America, Inc. - Former President","Willis North America, Inc. (Ubben, Jeffrey Williams)"
"Johnson, Carol Jean","FTS International, Inc. - Independent Director","AlliedBarton Security Services LLC (Slotkin, Todd J.)"
"Johnson, Carol R.","City Year, Inc. - Trustee","City Year, Inc. (Segal, Eli J.)"
"Johnson, Curt ","ObjectVideo Labs, LLC - Director","ObjectVideo Labs, LLC (Tarpey, Kenneth J.)"
"Johnson, David Michael","Berkeley Research Group, LLC - Senior VP & CFO","International Rescue Committee (Batkin, Alan R.)"
"Johnson, David W.","Aimbridge Hospitality, L.P. - Chief Executive Officer","Ryman Hospitality Properties, Inc. (NYSE:RHP) (Gee, E. Gordon)"
"Johnson, David W.","Duane Reade Holdings, Inc. - Director","Campbell Soup Company (NYSE:CPB) (Anderson, Basil L.), Campbell Soup Company (NYSE:CPB) (Hofstetter, Sarah )"
"Johnson, Dean M.","MuseumCompany.com, Inc. - Chief Executive Officer and President","FiberTower Corporation (Singer, Bradley Eric)"
"Johnson, Dennis E.","Qlik Technologies, Inc. - Chief Financial Officer","Qlik Technologies, Inc. (Golden, Bruce )"
"Johnson, Derek Q.","NYC2012, Inc. - Director","NYC2012, Inc. (Stewart, Martha )"
"Johnson, Eric ","ESPN, Inc. - Former Executive Vice President of Global Advertising Revenue & Sales Operations","Interactive Advertising Bureau, Inc. (Millard, Wenda Harris), Interactive Advertising Bureau, Inc. (Wiener, Bryan J.)"
"Johnson, Frank ","OpenHouse Realty, Inc. - Advisor","MediaNet, Inc. (Doerr, L. John)"
"Johnson, Gary A.","CAN Capital, Inc. - Executive Chairman","Sequential Brands Group, Inc. (NasdaqCM:SQBG) (Klein, Gary ), Sequential Brands Group, Inc. (NasdaqCM:SQBG) (Murray, Karen ), Sequential Brands Group, Inc. (NasdaqCM:SQBG) (Shmidman, Yehuda R.), Sequential Brands Group, Inc. (NasdaqCM:SQBG) (Stewart, Martha )"
"Johnson, H. Fisk","S. C. Johnson & Son, Inc. - Chairman & CEO","Grocery Manufacturers Association (Baum, Herbert M.)"
"Johnson, Howard B.","Rheologics, Inc. - Chief Financial Officer","New York City Investment Fund Manager, Inc. (Wilson, Frederick R.)"
"Johnson, James ","Icontrol Networks, Inc. - Former Chairman, Executive Vice President and General Manager of Austin Business Unit","iControl Networks, Inc. (Doerr, L. John)"
"Johnson, James A.",The John F. Kennedy Center for the Performing Arts - Chairman Emeritus,"National Museum of African American History and Culture (Winfrey, Oprah ), TEGNA Inc. (NYSE:TGNA) (Greenthal, Jill A.), The Brookings Institution (Batkin, Alan R.)"
"Johnson, James A.","Wingate Partners, LLP - Partner","Essendant Inc. (Riley, Susan J.)"
"Johnson, James L.","CLST Holdings, Inc. - Former Director","Harte Hanks, Inc. (NYSE:HHS) (Kerrest, Jacques D.)"
"Johnson, Joel W.","Hormel Health Labs LLC - Chairman, CEO & President","Grocery Manufacturers Association (Baum, Herbert M.), Meredith Corporation (NYSE:MDP) (Baum, Herbert M.)"
"Johnson, Kristina Mary","Southeast TechInventures, Inc. - Co-Founder","The AES Corporation (NYSE:AES) (Ubben, Jeffrey Williams)"
"Johnson, Kurt A.","True[X], Inc. - Former Founding Investor and Director","Conversant LLC (Carlin, Ira )"
"Johnson, Margaret L.",Microsoft Corporation - Former Executive Vice President of Business Development,"The Paley Center for Media (Biondi, Frank J.)"
"Johnson, Mark B.","US Emergency Operations Center, Inc. - Vice President of Business Development","Apple Inc. (NasdaqGS:AAPL) (Chang, Gareth C. C.)"
"Johnson, Monica N.",CafePress Inc. - Former Chief Financial Officer and Principal Accounting Officer,"CafePress Inc. (Irvine, Diane M.)"
"Johnson, Nancy L.","Magellan Health, Inc. - Former Independent Director","Magellan Health, Inc. (NasdaqGS:MGLN) (Moore, Darla Dee)"
"Johnson, Nigel","Shutterfly, Inc. - Former Senior Vice President of Operations","Shutterfly, Inc. (NasdaqGS:SFLY) (Zeisser, Michael P.)"
"Johnson, Raymond J.","Apex Tool Group, LLC - Senior Vice President of Global Operations and Supply Chain","Heritage Home Group LLC (de Villeméjane, Pierre )"
"Johnson, Robert Louis",RLJ Lodging Trust - Co-Founder & Executive Chairman of the Board,"CBS Corporation (NYSE:CBS) (Biondi, Frank J.), CBS Corporation (NYSE:CBS) (Goldner, Brian D.), Lowe's Companies, Inc. (NYSE:LOW) (Malone, Claudine Berkeley), National Museum of African American History and Culture (Winfrey, Oprah ), The Brookings Institution (Batkin, Alan R.) and 3 Other Connections"
"Johnson, Robert M.","Donnelley Financial, LLC - Former Chairman, Chief Executive Officer and President","NYC2012, Inc. (Stewart, Martha ), The Partnership for New York City, Inc. (Laybourne, Geraldine B.)"
"Johnson, Robert W.","Viasat, Inc. - Independent Director","Viasat, Inc. (NasdaqGS:VSAT) (Biondi, Frank J.)"
"Johnson, Ronald B.","Enjoy Technology, Inc. - CEO, President, Secretary & Director","Brit Media, Inc. (Lyne, Susan M.), J. C. Penney Company, Inc. (NYSE:JCP) (Kramer, Michael W.), J. C. Penney Company, Inc. (NYSE:JCP) (Laybourne, Geraldine B.), J. C. Penney Company, Inc. (NYSE:JCP) (West, Mary Beth Elizabeth Stone)"
"Johnson, Scott M.",New Atlantic Ventures - Co-Founder and Managing Partner,"CONTEXTWEB, Inc. (Carlin, Ira ), CONTEXTWEB, Inc. (Kelly, Michael J.), CONTEXTWEB, Inc. (Millard, Wenda Harris)"
"Johnson, Seth R.","The Children's Place, Inc. - Former Director Nominee","The Children's Place, Inc. (NasdaqGS:PLCE) (Riley, Susan J.)"
"Johnson, Seth R.","Tilly's, Inc. - Independent Director","Abercrombie & Fitch Co. (NYSE:ANF) (Kramer, Michael W.), Abercrombie & Fitch Co. (NYSE:ANF) (Martinez, Arthur C.), Abercrombie & Fitch Co. (NYSE:ANF) (Riley, Susan J.), Pacific Sunwear of California, LLC (Goldstein, Michael )"
"Johnson, Stephen L.","US Airways Group, Inc. - Executive Vice President of Corporate & Government Affairs and Director","US Airways Group, Inc. (Baum, Herbert M.), US Airways Inc. (Baum, Herbert M.)"
"Johnson, Theodore G.","Digital Guardian, Inc. - Former Member of the Advisory Board","Passport Systems Inc. (Guthart, Leo A.)"
"Johnson, Thomas Stephen","Santander Holdings USA, Inc. - Lead Independent Director","Asia Society (Malone, Claudine Berkeley), Asia Society (Spielvogel, Carl ), The National September 11 Memorial & Museum at the World Trade Center Foundation, Inc. (Rosenwald, E. John)"
"Johnson, Tod","The NPD Group, Inc. - Executive Chairman","Catalina Marketing Corporation (Ubben, Jeffrey Williams)"
"Johnson, Wilbur E.",Federal Reserve Bank of Richmond - Former Director,"Federal Reserve Bank of Richmond (Malone, Claudine Berkeley)"
"Johnson, Will",Harris Insights & Analytics - Co-Chief Executive Officer,"Harris Insights & Analytics (Berman, Thomas D.)"
"Johnson, William R.","H.J. Heinz Company, L.P. - President & Chief Operating Officer","Grocery Manufacturers Association (Baum, Herbert M.), PepsiCo, Inc. (NasdaqGS:PEP) (Martinez, Arthur C.)"
"Johnson, William S.",CTS Corporation - Independent Director,"Cabot Microelectronics Corporation (NasdaqGS:CCMP) (Reilly, Paul J.)"
"Johnston C.C., David Lloyd",Fairfax Financial Holdings Limited - Global Advisor,"The Seagram Co. Ltd. (Kravis, Marie- Josée)"
"Johnston, A. Bruce",Monotype Imaging Inc. - Vice President and Director,"Idealab (Siekman, Thomas C.)"
"Johnston, Alexander  Dewar Kerr",KPMG Corporate Finance LLP - Director,"Prudential plc (LSE:PRU) (Oliver Garrett, Michael William)"
"Johnston, Charles Dean",Morgan Stanley Global Wealth Management Group - President and Chief Operating Officer,"Bank Leumi Le-Israel Corporation (Goldstein, Michael ), Bank Leumi USA (Goldstein, Michael )"
"Johnston, Eric","Interactive Advertising Bureau, Inc. - Member of Advertising Technology Council","Interactive Advertising Bureau, Inc. (Millard, Wenda Harris), Interactive Advertising Bureau, Inc. (Wiener, Bryan J.)"
"Johnston, Gerald E.","The Clorox Company - Former President, Director and Member of Leadership Committee","Grocery Manufacturers Association (Baum, Herbert M.)"
"Johnston, Hooks K.","Valhalla Partners - Co-Founder, Partner, and General Partner","InforMax, Inc. (Green, John Morris)"
"Johnston, Hugh F.","PepsiCo, Inc. - Vice Chairman, Executive VP & CFO","Oath Inc. (Lyne, Susan M.), PepsiCo, Inc. (NasdaqGS:PEP) (Martinez, Arthur C.), Twitter, Inc. (NYSE:TWTR) (Wilson, Frederick R.)"
"Johnston, John R.","August Capital - Co-Founder, Founding Partner & General Partner","INRIX, Inc. (Irvine, Diane M.), Urban Airship, Inc. (Nichols, Wesley A.)"
"Johnston, Neil O.","Presidio, Inc. - Executive VP, CFO & Principal Accounting Officer","Interactive Advertising Bureau, Inc. (Millard, Wenda Harris), Interactive Advertising Bureau, Inc. (Wiener, Bryan J.)"
"Johnston, Norm ","Xaxis, LLC - Member of EMEA Advisory Board","Unruly Group Limited (Kelly, Michael J.), Xaxis, LLC (Norman, Robert David)"
"Johnston, Robert E.","Pilot Bancshares, Inc. - Director","Overseas Shipholding Group, Inc. (NYSE:OSG) (Batkin, Alan R.)"
"Johnston, William P.",The Carlyle Group Inc. - Former Operating Executive & Senior Advisor,"MultiPlan, Inc. (Goldstein, Michael )"
"Johnstone, L. Craig",Refugees International - Director,"Refugees International (Hassenfeld, Alan G.)"
"Johnstone, Lin F.",Industri-Matematik International Corp. - Director,"Evolve Software Inc. (Zecher, Linda K.)"
"Johnston-Ono, Teimoc","NYC2012, Inc. - Director","NYC2012, Inc. (Stewart, Martha )"
"Johri, Sandeep",Tricentis GmbH - CEO & Director,"Oblix, Inc. (Seligman, Naomi O.)"
"Jokinen, Tracy C.",Acelity L.P. Inc. - Executive VP & CFO,"Acelity L.P. Inc. (Ubben, Jeffrey Williams)"
"Jolley, David ",Ernst & Young LLP - Managing Partner of Salt Lake City Office,"Utah Technology Council (Hochhauser, Howard )"
"Jolliet, Pierre-André",Bobst Group SA - Former Director,"Bobst Group SA (SWX:BOBNN) (Oliver Garrett, Michael William)"
"Jolna, Stacy ","Rovion, Inc. - Director","MarketShare Partners LLC (Nichols, Wesley A.)"
"Joly, Alain ",Impact Partenaires SAS - Chairman of the Supervisory Board,"Lafarge Canada Inc. (Malone, Claudine Berkeley), Lafarge S.A. (Stern, Paula )"
"Joly, Hubert ","Best Buy Co., Inc. - Consultant","Best Buy Co., Inc. (NYSE:BBY) (Kenny, David W.)"
"Jonah, Samuel Esson",Jonah Capital (Pty) Ltd - Executive Chairman,"Vodafone Group Plc (LSE:VOD) (Davis, Crispin Henry Lamert)"
"Jonas, Howard S.","Rafael Holdings, Inc. - Chairman & CEO","International Rescue Committee (Batkin, Alan R.)"
"Jones CPA, Jeffrey W.",U.S. Bancorp - Member of the Advisory Board & President of Corporate Payment Systems for U.S. Bank,"Vail Resorts, Inc. (NYSE:MTN) (Biondi, Frank J.)"
"Jones III, Quincy",KickLabs - Adviser,"FEM inc. (Laybourne, Geraldine B.)"
"Jones Jr., Robert Trent",Refugees International - Director Emeritus,"Refugees International (Hassenfeld, Alan G.)"
